,A股代码,证券简称,证券全称,上市日期,板块,B股代码,交易所
850,601216,君正集团,内蒙古君正能源化工集团股份有限公司,2011-02-22,主板A股,,上交所
851,601218,吉鑫科技,江苏吉鑫风能科技股份有限公司,2011-05-06,主板A股,,上交所
852,601222,林洋能源,江苏林洋能源股份有限公司,2011-08-08,主板A股,,上交所
853,601225,陕西煤业,陕西煤业股份有限公司,2014-01-28,主板A股,,上交所
854,601226,华电重工,华电重工股份有限公司,2014-12-11,主板A股,,上交所
855,601228,广州港,广州港股份有限公司,2017-03-29,主板A股,,上交所
856,601229,上海银行,上海银行股份有限公司,2016-11-16,主板A股,,上交所
857,601231,环旭电子,环旭电子股份有限公司,2012-02-20,主板A股,,上交所
858,601233,桐昆股份,桐昆集团股份有限公司,2011-05-18,主板A股,,上交所
859,601236,红塔证券,红塔证券股份有限公司,2019-07-05,主板A股,,上交所
860,601238,广汽集团,广州汽车集团股份有限公司,2012-03-29,主板A股,,上交所
861,601279,英利汽车,长春英利汽车工业股份有限公司,2021-04-15,主板A股,,上交所
862,601288,农业银行,中国农业银行股份有限公司,2010-07-15,主板A股,,上交所
863,601298,青岛港,青岛港国际股份有限公司,2019-01-21,主板A股,,上交所
864,601311,骆驼股份,骆驼集团股份有限公司,2011-06-02,主板A股,,上交所
865,601318,中国平安,中国平安保险(集团)股份有限公司,2007-03-01,主板A股,,上交所
866,601319,中国人保,中国人民保险集团股份有限公司,2018-11-16,主板A股,,上交所
867,601326,秦港股份,秦皇岛港股份有限公司,2017-08-16,主板A股,,上交所
868,601328,交通银行,交通银行股份有限公司,2007-05-15,主板A股,,上交所
869,601330,绿色动力,绿色动力环保集团股份有限公司,2018-06-11,主板A股,,上交所
870,601333,广深铁路,广深铁路股份有限公司,2006-12-22,主板A股,,上交所
871,601336,新华保险,新华人寿保险股份有限公司,2011-12-16,主板A股,,上交所
872,601339,百隆东方,百隆东方股份有限公司,2012-06-12,主板A股,,上交所
873,601360,三六零,三六零安全科技股份有限公司,2012-01-16,主板A股,,上交所
874,601366,利群股份,利群商业集团股份有限公司,2017-04-12,主板A股,,上交所
875,601368,绿城水务,广西绿城水务股份有限公司,2015-06-12,主板A股,,上交所
876,601369,陕鼓动力,西安陕鼓动力股份有限公司,2010-04-28,主板A股,,上交所
877,601375,中原证券,中原证券股份有限公司,2017-01-03,主板A股,,上交所
878,601377,兴业证券,兴业证券股份有限公司,2010-10-13,主板A股,,上交所
879,601388,怡球资源,怡球金属资源再生(中国)股份有限公司,2012-04-23,主板A股,,上交所
880,601390,中国中铁,中国中铁股份有限公司,2007-12-03,主板A股,,上交所
881,601398,工商银行,中国工商银行股份有限公司,2006-10-27,主板A股,,上交所
882,601399,国机重装,国机重型装备集团股份有限公司,2020-06-08,主板A股,,上交所
883,601456,国联证券,国联证券股份有限公司,2020-07-31,主板A股,,上交所
884,601500,通用股份,江苏通用科技股份有限公司,2016-09-19,主板A股,,上交所
885,601512,中新集团,中新苏州工业园区开发集团股份有限公司,2019-12-20,主板A股,,上交所
886,601515,东风股份,汕头东风印刷股份有限公司,2012-02-16,主板A股,,上交所
887,601518,吉林高速,吉林高速公路股份有限公司,2010-03-19,主板A股,,上交所
888,601519,大智慧,上海大智慧股份有限公司,2011-01-28,主板A股,,上交所
889,601528,瑞丰银行,浙江绍兴瑞丰农村商业银行股份有限公司,2021-06-25,主板A股,,上交所
890,601555,东吴证券,东吴证券股份有限公司,2011-12-12,主板A股,,上交所
891,601566,九牧王,九牧王股份有限公司,2011-05-30,主板A股,,上交所
892,601567,三星医疗,宁波三星医疗电气股份有限公司,2011-06-15,主板A股,,上交所
893,601568,北元集团,陕西北元化工集团股份有限公司,2020-10-20,主板A股,,上交所
894,601577,长沙银行,长沙银行股份有限公司,2018-09-26,主板A股,,上交所
895,601579,会稽山,会稽山绍兴酒股份有限公司,2014-08-25,主板A股,,上交所
896,601588,北辰实业,北京北辰实业股份有限公司,2006-10-16,主板A股,,上交所
897,601595,上海电影,上海电影股份有限公司,2016-08-17,主板A股,,上交所
898,601598,中国外运,中国外运股份有限公司,2019-01-18,主板A股,,上交所
899,601599,浙文影业,浙文影业集团股份有限公司,2011-05-27,主板A股,,上交所
900,601600,中国铝业,中国铝业股份有限公司,2007-04-30,主板A股,,上交所
901,601601,中国太保,中国太平洋保险(集团)股份有限公司,2007-12-25,主板A股,,上交所
902,601606,长城军工,安徽长城军工股份有限公司,2018-08-06,主板A股,,上交所
903,601607,上海医药,上海医药集团股份有限公司,1994-03-24,主板A股,,上交所
904,601608,中信重工,中信重工机械股份有限公司,2012-07-06,主板A股,,上交所
905,601609,金田股份,宁波金田铜业(集团)股份有限公司,2020-04-22,主板A股,,上交所
906,601611,中国核建,中国核工业建设股份有限公司,2016-06-06,主板A股,,上交所
907,601615,明阳智能,明阳智慧能源集团股份公司,2019-01-23,主板A股,,上交所
908,601616,广电电气,上海广电电气(集团)股份有限公司,2011-02-01,主板A股,,上交所
909,601618,中国中冶,中国冶金科工股份有限公司,2009-09-21,主板A股,,上交所
910,601619,嘉泽新能,宁夏嘉泽新能源股份有限公司,2017-07-20,主板A股,,上交所
911,601628,中国人寿,中国人寿保险股份有限公司,2007-01-09,主板A股,,上交所
912,601633,长城汽车,长城汽车股份有限公司,2011-09-28,主板A股,,上交所
913,601636,旗滨集团,株洲旗滨集团股份有限公司,2011-08-12,主板A股,,上交所
914,601658,邮储银行,中国邮政储蓄银行股份有限公司,2019-12-10,主板A股,,上交所
915,601665,齐鲁银行,齐鲁银行股份有限公司,2021-06-18,主板A股,,上交所
916,601666,平煤股份,平顶山天安煤业股份有限公司,2006-11-23,主板A股,,上交所
917,601668,中国建筑,中国建筑股份有限公司,2009-07-29,主板A股,,上交所
918,601669,中国电建,中国电力建设股份有限公司,2011-10-18,主板A股,,上交所
919,601677,明泰铝业,河南明泰铝业股份有限公司,2011-09-19,主板A股,,上交所
920,601678,滨化股份,滨化集团股份有限公司,2010-02-23,主板A股,,上交所
921,601686,友发集团,天津友发钢管集团股份有限公司,2020-12-04,主板A股,,上交所
922,601688,华泰证券,华泰证券股份有限公司,2010-02-26,主板A股,,上交所
923,601689,拓普集团,宁波拓普集团股份有限公司,2015-03-19,主板A股,,上交所
924,601696,中银证券,中银国际证券股份有限公司,2020-02-26,主板A股,,上交所
925,601698,中国卫通,中国卫通集团股份有限公司,2019-06-28,主板A股,,上交所
926,601699,潞安环能,山西潞安环保能源开发股份有限公司,2006-09-22,主板A股,,上交所
927,601700,风范股份,常熟风范电力设备股份有限公司,2011-01-18,主板A股,,上交所
928,601702,华峰铝业,上海华峰铝业股份有限公司,2020-09-07,主板A股,,上交所
929,601717,郑煤机,郑州煤矿机械集团股份有限公司,2010-08-03,主板A股,,上交所
930,601718,际华集团,际华集团股份有限公司,2010-08-16,主板A股,,上交所
931,601727,上海电气,上海电气集团股份有限公司,2008-12-05,主板A股,,上交所
932,601728,中国电信,中国电信股份有限公司,2021-08-20,主板A股,,上交所
933,601766,中国中车,中国中车股份有限公司,2008-08-18,主板A股,,上交所
934,601777,力帆科技,力帆科技(集团)股份有限公司,2010-11-25,主板A股,,上交所
935,601778,晶科科技,晶科电力科技股份有限公司,2020-05-19,主板A股,,上交所
936,601788,光大证券,光大证券股份有限公司,2009-08-18,主板A股,,上交所
937,601789,宁波建工,宁波建工股份有限公司,2011-08-16,主板A股,,上交所
938,601798,蓝科高新,甘肃蓝科石化高新装备股份有限公司,2011-06-22,主板A股,,上交所
939,601799,星宇股份,常州星宇车灯股份有限公司,2011-02-01,主板A股,,上交所
940,601800,中国交建,中国交通建设股份有限公司,2012-03-09,主板A股,,上交所
941,601801,皖新传媒,安徽新华传媒股份有限公司,2010-01-18,主板A股,,上交所
942,601808,中海油服,中海油田服务股份有限公司,2007-09-28,主板A股,,上交所
943,601811,新华文轩,新华文轩出版传媒股份有限公司,2016-08-08,主板A股,,上交所
944,601816,京沪高铁,京沪高速铁路股份有限公司,2020-01-16,主板A股,,上交所
945,601818,光大银行,中国光大银行股份有限公司,2010-08-18,主板A股,,上交所
946,601825,沪农商行,上海农村商业银行股份有限公司,2021-08-19,主板A股,,上交所
947,601827,三峰环境,重庆三峰环境集团股份有限公司,2020-06-05,主板A股,,上交所
948,601828,美凯龙,红星美凯龙家居集团股份有限公司,2018-01-17,主板A股,,上交所
949,601838,成都银行,成都银行股份有限公司,2018-01-31,主板A股,,上交所
950,601857,XD中国石,中国石油天然气股份有限公司,2007-11-05,主板A股,,上交所
951,601858,中国科传,中国科技出版传媒股份有限公司,2017-01-18,主板A股,,上交所
952,601860,紫金银行,江苏紫金农村商业银行股份有限公司,2019-01-03,主板A股,,上交所
953,601865,福莱特,福莱特玻璃集团股份有限公司,2019-02-15,主板A股,,上交所
954,601866,中远海发,中远海运发展股份有限公司,2007-12-12,主板A股,,上交所
955,601868,中国能建,中国能源建设股份有限公司,2021-09-28,主板A股,,上交所
956,601869,长飞光纤,长飞光纤光缆股份有限公司,2018-07-20,主板A股,,上交所
957,601872,招商轮船,招商局能源运输股份有限公司,2006-12-01,主板A股,,上交所
958,601877,正泰电器,浙江正泰电器股份有限公司,2010-01-21,主板A股,,上交所
959,601878,浙商证券,浙商证券股份有限公司,2017-06-26,主板A股,,上交所
960,601880,辽港股份,辽宁港口股份有限公司,2010-12-06,主板A股,,上交所
961,601881,中国银河,中国银河证券股份有限公司,2017-01-23,主板A股,,上交所
962,601882,海天精工,宁波海天精工股份有限公司,2016-11-07,主板A股,,上交所
963,601886,江河集团,江河创建集团股份有限公司,2011-08-18,主板A股,,上交所
964,601888,中国中免,中国旅游集团中免股份有限公司,2009-10-15,主板A股,,上交所
965,601890,亚星锚链,江苏亚星锚链股份有限公司,2010-12-28,主板A股,,上交所
966,601898,中煤能源,中国中煤能源股份有限公司,2008-02-01,主板A股,,上交所
967,601899,紫金矿业,紫金矿业集团股份有限公司,2008-04-25,主板A股,,上交所
968,601900,南方传媒,南方出版传媒股份有限公司,2016-02-15,主板A股,,上交所
969,601901,方正证券,方正证券股份有限公司,2011-08-10,主板A股,,上交所
970,601908,京运通,北京京运通科技股份有限公司,2011-09-08,主板A股,,上交所
971,601916,浙商银行,浙商银行股份有限公司,2019-11-26,主板A股,,上交所
972,601918,新集能源,中煤新集能源股份有限公司,2007-12-19,主板A股,,上交所
973,601919,中远海控,中远海运控股股份有限公司,2007-06-26,主板A股,,上交所
974,601921,浙版传媒,浙江出版传媒股份有限公司,2021-07-23,主板A股,,上交所
975,601928,凤凰传媒,江苏凤凰出版传媒股份有限公司,2011-11-30,主板A股,,上交所
976,601929,吉视传媒,吉视传媒股份有限公司,2012-02-23,主板A股,,上交所
977,601933,永辉超市,永辉超市股份有限公司,2010-12-15,主板A股,,上交所
978,601939,建设银行,中国建设银行股份有限公司,2007-09-25,主板A股,,上交所
979,601949,中国出版,中国出版传媒股份有限公司,2017-08-21,主板A股,,上交所
980,601952,苏垦农发,江苏省农垦农业发展股份有限公司,2017-05-15,主板A股,,上交所
981,601956,东贝集团,湖北东贝机电集团股份有限公司,2020-12-25,主板A股,,上交所
982,601958,金钼股份,金堆城钼业股份有限公司,2008-04-17,主板A股,,上交所
983,601963,重庆银行,重庆银行股份有限公司,2021-02-05,主板A股,,上交所
984,601965,中国汽研,中国汽车工程研究院股份有限公司,2012-06-11,主板A股,,上交所
985,601966,玲珑轮胎,山东玲珑轮胎股份有限公司,2016-07-06,主板A股,,上交所
986,601968,宝钢包装,上海宝钢包装股份有限公司,2015-06-11,主板A股,,上交所
987,601969,海南矿业,海南矿业股份有限公司,2014-12-09,主板A股,,上交所
988,601975,招商南油,招商局南京油运股份有限公司,2019-01-08,主板A股,,上交所
989,601985,中国核电,中国核能电力股份有限公司,2015-06-10,主板A股,,上交所
990,601988,中国银行,中国银行股份有限公司,2006-07-05,主板A股,,上交所
991,601989,中国重工,中国船舶重工股份有限公司,2009-12-16,主板A股,,上交所
992,601990,南京证券,南京证券股份有限公司,2018-06-13,主板A股,,上交所
993,601991,大唐发电,大唐国际发电股份有限公司,2006-12-20,主板A股,,上交所
994,601992,金隅集团,北京金隅集团股份有限公司,2011-03-01,主板A股,,上交所
995,601995,中金公司,中国国际金融股份有限公司,2020-11-02,主板A股,,上交所
996,601996,丰林集团,广西丰林木业集团股份有限公司,2011-09-29,主板A股,,上交所
997,601997,贵阳银行,贵阳银行股份有限公司,2016-08-16,主板A股,,上交所
998,601998,中信银行,中信银行股份有限公司,2007-04-27,主板A股,,上交所
