,A股代码,证券简称,证券全称,上市日期,板块,B股代码,交易所
1115,603139,康惠制药,陕西康惠制药股份有限公司,2017-04-21,主板A股,,上交所
1116,603150,万朗磁塑,安徽万朗磁塑股份有限公司,2022-01-24,主板A股,,上交所
1117,603151,邦基科技,山东邦基科技股份有限公司,2022-10-19,主板A股,,上交所
1118,603153,上海建科,上海建科集团股份有限公司,2023-03-13,主板A股,,上交所
1119,603155,新亚强,新亚强硅化学股份有限公司,2020-09-01,主板A股,,上交所
1120,603156,养元饮品,河北养元智汇饮品股份有限公司,2018-02-12,主板A股,,上交所
1121,603158,腾龙股份,常州腾龙汽车零部件股份有限公司,2015-03-20,主板A股,,上交所
1122,603159,上海亚虹,上海亚虹模具股份有限公司,2016-08-12,主板A股,,上交所
1123,603160,汇顶科技,深圳市汇顶科技股份有限公司,2016-10-17,主板A股,,上交所
1124,603161,科华控股,科华控股股份有限公司,2018-01-05,主板A股,,上交所
1125,603162,海通发展,福建海通发展股份有限公司,2023-03-29,主板A股,,上交所
1126,603163,圣晖集成,圣晖系统集成集团股份有限公司,2022-10-13,主板A股,,上交所
1127,603165,荣晟环保,浙江荣晟环保纸业股份有限公司,2017-01-17,主板A股,,上交所
1128,603166,福达股份,桂林福达股份有限公司,2014-11-27,主板A股,,上交所
1129,603167,渤海轮渡,渤海轮渡集团股份有限公司,2012-09-06,主板A股,,上交所
1130,603168,莎普爱思,浙江莎普爱思药业股份有限公司,2014-07-02,主板A股,,上交所
1131,603169,兰石重装,兰州兰石重型装备股份有限公司,2014-10-09,主板A股,,上交所
1132,603170,宝立食品,上海宝立食品科技股份有限公司,2022-07-15,主板A股,,上交所
1133,603171,税友股份,税友软件集团股份有限公司,2021-06-30,主板A股,,上交所
1134,603172,万丰股份,浙江万丰化工股份有限公司,2023-05-10,主板A股,,上交所
1135,603173,福斯达,杭州福斯达深冷装备股份有限公司,2023-01-30,主板A股,,上交所
1136,603176,汇通集团,汇通建设集团股份有限公司,2021-12-31,主板A股,,上交所
1137,603177,德创环保,浙江德创环保科技股份有限公司,2017-02-07,主板A股,,上交所
1138,603178,圣龙股份,宁波圣龙汽车动力系统股份有限公司,2017-03-28,主板A股,,上交所
1139,603179,新泉股份,江苏新泉汽车饰件股份有限公司,2017-03-17,主板A股,,上交所
1140,603180,金牌厨柜,金牌厨柜家居科技股份有限公司,2017-05-12,主板A股,,上交所
1141,603181,皇马科技,浙江皇马科技股份有限公司,2017-08-24,主板A股,,上交所
1142,603182,嘉华股份,山东嘉华生物科技股份有限公司,2022-09-09,主板A股,,上交所
1143,603183,建研院,苏州市建筑科学研究院集团股份有限公司,2017-09-05,主板A股,,上交所
1144,603185,弘元绿能,弘元绿色能源股份有限公司,2018-12-28,主板A股,,上交所
1145,603186,华正新材,浙江华正新材料股份有限公司,2017-01-03,主板A股,,上交所
1146,603187,海容冷链,青岛海容商用冷链股份有限公司,2018-11-29,主板A股,,上交所
1147,603188,亚邦股份,江苏亚邦染料股份有限公司,2014-09-09,主板A股,,上交所
1148,603189,网达软件,上海网达软件股份有限公司,2016-09-14,主板A股,,上交所
1149,603190,亚通精工,烟台亚通精工机械股份有限公司,2023-02-17,主板A股,,上交所
1150,603191,望变电气,重庆望变电气(集团)股份有限公司,2022-04-28,主板A股,,上交所
1151,603192,汇得科技,上海汇得科技股份有限公司,2018-08-28,主板A股,,上交所
1152,603195,公牛集团,公牛集团股份有限公司,2020-02-06,主板A股,,上交所
1153,603196,日播时尚,日播时尚集团股份有限公司,2017-05-31,主板A股,,上交所
1154,603197,保隆科技,上海保隆汽车科技股份有限公司,2017-05-19,主板A股,,上交所
1155,603198,迎驾贡酒,安徽迎驾贡酒股份有限公司,2015-05-28,主板A股,,上交所
1156,603199,九华旅游,安徽九华山旅游发展股份有限公司,2015-03-26,主板A股,,上交所
1157,603200,上海洗霸,上海洗霸科技股份有限公司,2017-06-01,主板A股,,上交所
1158,603201,常润股份,常熟通润汽车零部件股份有限公司,2022-07-29,主板A股,,上交所
1159,603203,快克智能,快克智能装备股份有限公司,2016-11-08,主板A股,,上交所
1160,603206,嘉环科技,嘉环科技股份有限公司,2022-05-06,主板A股,,上交所
1161,603208,江山欧派,江山欧派门业股份有限公司,2017-02-10,主板A股,,上交所
1162,603209,兴通股份,兴通海运股份有限公司,2022-03-24,主板A股,,上交所
1163,603211,晋拓股份,晋拓科技股份有限公司,2022-07-25,主板A股,,上交所
1164,603212,赛伍技术,苏州赛伍应用技术股份有限公司,2020-04-30,主板A股,,上交所
1165,603213,镇洋发展,浙江镇洋发展股份有限公司,2021-11-11,主板A股,,上交所
1166,603214,爱婴室,上海爱婴室商务服务股份有限公司,2018-03-30,主板A股,,上交所
1167,603215,比依股份,浙江比依电器股份有限公司,2022-02-18,主板A股,,上交所
1168,603216,梦天家居,梦天家居集团股份有限公司,2021-12-15,主板A股,,上交所
1169,603217,元利科技,元利化学集团股份有限公司,2019-06-20,主板A股,,上交所
1170,603218,日月股份,日月重工股份有限公司,2016-12-28,主板A股,,上交所
1171,603219,富佳股份,宁波富佳实业股份有限公司,2021-11-22,主板A股,,上交所
1172,603220,中贝通信,中贝通信集团股份有限公司,2018-11-15,主板A股,,上交所
1173,603221,爱丽家居,爱丽家居科技股份有限公司,2020-03-23,主板A股,,上交所
1174,603222,济民医疗,济民健康管理股份有限公司,2015-02-17,主板A股,,上交所
1175,603223,恒通股份,恒通物流股份有限公司,2015-06-30,主板A股,,上交所
1176,603225,新凤鸣,新凤鸣集团股份有限公司,2017-04-18,主板A股,,上交所
1177,603226,菲林格尔,菲林格尔家居科技股份有限公司,2017-06-15,主板A股,,上交所
1178,603227,雪峰科技,新疆雪峰科技(集团)股份有限公司,2015-05-15,主板A股,,上交所
1179,603228,景旺电子,深圳市景旺电子股份有限公司,2017-01-06,主板A股,,上交所
1180,603229,奥翔药业,浙江奥翔药业股份有限公司,2017-05-09,主板A股,,上交所
1181,603230,内蒙新华,内蒙古新华发行集团股份有限公司,2021-12-24,主板A股,,上交所
1182,603232,格尔软件,格尔软件股份有限公司,2017-04-21,主板A股,,上交所
1183,603233,大参林,大参林医药集团股份有限公司,2017-07-31,主板A股,,上交所
1184,603235,天新药业,江西天新药业股份有限公司,2022-07-12,主板A股,,上交所
1185,603236,移远通信,上海移远通信技术股份有限公司,2019-07-16,主板A股,,上交所
1186,603237,五芳斋,浙江五芳斋实业股份有限公司,2022-08-31,主板A股,,上交所
1187,603238,诺邦股份,杭州诺邦无纺股份有限公司,2017-02-22,主板A股,,上交所
1188,603239,浙江仙通,浙江仙通橡塑股份有限公司,2016-12-30,主板A股,,上交所
1189,603255,鼎际得,辽宁鼎际得石化股份有限公司,2022-08-18,主板A股,,上交所
1190,603256,宏和科技,宏和电子材料科技股份有限公司,2019-07-19,主板A股,,上交所
1191,603258,电魂网络,杭州电魂网络科技股份有限公司,2016-10-26,主板A股,,上交所
1192,603259,药明康德,无锡药明康德新药开发股份有限公司,2018-05-08,主板A股,,上交所
1193,603260,合盛硅业,合盛硅业股份有限公司,2017-10-30,主板A股,,上交所
1194,603261,立航科技,成都立航科技股份有限公司,2022-03-15,主板A股,,上交所
1195,603266,天龙股份,宁波天龙电子股份有限公司,2017-01-10,主板A股,,上交所
1196,603267,鸿远电子,北京元六鸿远电子科技股份有限公司,2019-05-15,主板A股,,上交所
1197,603268,松发股份,广东松发陶瓷股份有限公司,2015-03-19,主板A股,,上交所
1198,603269,海鸥股份,江苏海鸥冷却塔股份有限公司,2017-05-17,主板A股,,上交所
1199,603270,金帝股份,山东金帝精密机械科技股份有限公司,2023-09-01,主板A股,,上交所
1200,603272,联翔股份,浙江联翔智能家居股份有限公司,2022-05-20,主板A股,,上交所
1201,603275,众辰科技,上海众辰电子科技股份有限公司,2023-08-23,主板A股,,上交所
1202,603277,银都股份,银都餐饮设备股份有限公司,2017-09-11,主板A股,,上交所
1203,603278,大业股份,山东大业股份有限公司,2017-11-13,主板A股,,上交所
1204,603279,景津装备,景津装备股份有限公司,2019-07-29,主板A股,,上交所
1205,603280,南方路机,福建南方路面机械股份有限公司,2022-11-08,主板A股,,上交所
1206,603281,江瀚新材,湖北江瀚新材料股份有限公司,2023-01-31,主板A股,,上交所
1207,603282,亚光股份,浙江亚光科技股份有限公司,2023-03-15,主板A股,,上交所
1208,603283,赛腾股份,苏州赛腾精密电子股份有限公司,2017-12-25,主板A股,,上交所
1209,603286,日盈电子,江苏日盈电子股份有限公司,2017-06-27,主板A股,,上交所
1210,603288,海天味业,佛山市海天调味食品股份有限公司,2014-02-11,主板A股,,上交所
1211,603289,泰瑞机器,泰瑞机器股份有限公司,2017-10-31,主板A股,,上交所
1212,603290,斯达半导,嘉兴斯达半导体股份有限公司,2020-02-04,主板A股,,上交所
1213,603291,联合水务,江苏联合水务科技股份有限公司,2023-03-27,主板A股,,上交所
1214,603296,华勤技术,华勤技术股份有限公司,2023-08-08,主板A股,,上交所
1215,603297,永新光学,宁波永新光学股份有限公司,2018-09-10,主板A股,,上交所
1216,603298,杭叉集团,杭叉集团股份有限公司,2016-12-27,主板A股,,上交所
1217,603299,苏盐井神,江苏苏盐井神股份有限公司,2015-12-31,主板A股,,上交所
1218,603300,华铁应急,浙江华铁应急设备科技股份有限公司,2015-05-29,主板A股,,上交所
1219,603301,振德医疗,振德医疗用品股份有限公司,2018-04-12,主板A股,,上交所
1220,603303,得邦照明,横店集团得邦照明股份有限公司,2017-03-30,主板A股,,上交所
1221,603305,旭升集团,宁波旭升集团股份有限公司,2017-07-10,主板A股,,上交所
1222,603306,华懋科技,华懋(厦门)新材料科技股份有限公司,2014-09-26,主板A股,,上交所
1223,603307,扬州金泉,扬州金泉旅游用品股份有限公司,2023-02-16,主板A股,,上交所
1224,603308,应流股份,安徽应流机电股份有限公司,2014-01-22,主板A股,,上交所
1225,603309,维力医疗,广州维力医疗器械股份有限公司,2015-03-02,主板A股,,上交所
1226,603311,金海高科,浙江金海高科股份有限公司,2015-05-18,主板A股,,上交所
1227,603313,梦百合,梦百合家居科技股份有限公司,2016-10-13,主板A股,,上交所
1228,603315,福鞍股份,辽宁福鞍重工股份有限公司,2015-04-24,主板A股,,上交所
1229,603316,诚邦股份,诚邦生态环境股份有限公司,2017-06-19,主板A股,,上交所
1230,603317,天味食品,四川天味食品集团股份有限公司,2019-04-16,主板A股,,上交所
1231,603318,水发燃气,水发派思燃气股份有限公司,2015-04-24,主板A股,,上交所
1232,603319,湘油泵,湖南机油泵股份有限公司,2016-11-30,主板A股,,上交所
1233,603320,迪贝电气,浙江迪贝电气股份有限公司,2017-05-02,主板A股,,上交所
1234,603321,梅轮电梯,浙江梅轮电梯股份有限公司,2017-09-15,主板A股,,上交所
1235,603322,超讯通信,超讯通信股份有限公司,2016-07-28,主板A股,,上交所
1236,603323,苏农银行,江苏苏州农村商业银行股份有限公司,2016-11-29,主板A股,,上交所
1237,603324,盛剑环境,上海盛剑环境系统科技股份有限公司,2021-04-07,主板A股,,上交所
1238,603326,我乐家居,南京我乐家居股份有限公司,2017-06-16,主板A股,,上交所
1239,603327,福蓉科技,四川福蓉科技股份公司,2019-05-23,主板A股,,上交所
1240,603328,依顿电子,广东依顿电子科技股份有限公司,2014-07-01,主板A股,,上交所
1241,603329,上海雅仕,上海雅仕投资发展股份有限公司,2017-12-29,主板A股,,上交所
1242,603330,天洋新材,天洋新材(上海)科技股份有限公司,2017-02-13,主板A股,,上交所
1243,603331,百达精工,浙江百达精工股份有限公司,2017-07-05,主板A股,,上交所
1244,603332,苏州龙杰,苏州龙杰特种纤维股份有限公司,2019-01-17,主板A股,,上交所
1245,603333,尚纬股份,尚纬股份有限公司,2012-05-07,主板A股,,上交所
1246,603335,迪生力,广东迪生力汽配股份有限公司,2017-06-20,主板A股,,上交所
1247,603336,宏辉果蔬,宏辉果蔬股份有限公司,2016-11-24,主板A股,,上交所
1248,603337,杰克股份,杰克科技股份有限公司,2017-01-19,主板A股,,上交所
1249,603338,浙江鼎力,浙江鼎力机械股份有限公司,2015-03-25,主板A股,,上交所
1250,603339,四方科技,四方科技集团股份有限公司,2016-05-19,主板A股,,上交所
1251,603345,安井食品,安井食品集团股份有限公司,2017-02-22,主板A股,,上交所
1252,603348,文灿股份,文灿集团股份有限公司,2018-04-26,主板A股,,上交所
1253,603351,威尔药业,南京威尔药业集团股份有限公司,2019-01-30,主板A股,,上交所
1254,603353,和顺石油,湖南和顺石油股份有限公司,2020-04-07,主板A股,,上交所
1255,603355,莱克电气,莱克电气股份有限公司,2015-05-13,主板A股,,上交所
1256,603356,华菱精工,宣城市华菱精工科技股份有限公司,2018-01-24,主板A股,,上交所
1257,603357,设计总院,安徽省交通规划设计研究总院股份有限公司,2017-08-01,主板A股,,上交所
1258,603358,华达科技,华达汽车科技股份有限公司,2017-01-25,主板A股,,上交所
1259,603359,东珠生态,东珠生态环保股份有限公司,2017-09-01,主板A股,,上交所
1260,603360,百傲化学,大连百傲化学股份有限公司,2017-02-06,主板A股,,上交所
1261,603363,傲农生物,福建傲农生物科技集团股份有限公司,2017-09-26,主板A股,,上交所
1262,603365,水星家纺,上海水星家用纺织品股份有限公司,2017-11-20,主板A股,,上交所
1263,603366,日出东方,日出东方控股股份有限公司,2012-05-21,主板A股,,上交所
1264,603367,辰欣药业,辰欣药业股份有限公司,2017-09-29,主板A股,,上交所
1265,603368,柳药集团,广西柳药集团股份有限公司,2014-12-04,主板A股,,上交所
1266,603369,今世缘,江苏今世缘酒业股份有限公司,2014-07-03,主板A股,,上交所
1267,603377,东方时尚,东方时尚驾驶学校股份有限公司,2016-02-05,主板A股,,上交所
1268,603378,亚士创能,亚士创能科技(上海)股份有限公司,2017-09-28,主板A股,,上交所
1269,603379,三美股份,浙江三美化工股份有限公司,2019-04-02,主板A股,,上交所
1270,603380,易德龙,苏州易德龙科技股份有限公司,2017-06-22,主板A股,,上交所
1271,603383,顶点软件,福建顶点软件股份有限公司,2017-05-22,主板A股,,上交所
1272,603385,惠达卫浴,惠达卫浴股份有限公司,2017-04-05,主板A股,,上交所
1273,603386,骏亚科技,广东骏亚电子科技股份有限公司,2017-09-12,主板A股,,上交所
1274,603387,基蛋生物,基蛋生物科技股份有限公司,2017-07-17,主板A股,,上交所
1275,603388,元成股份,元成环境股份有限公司,2017-03-24,主板A股,,上交所
1276,603389,亚振家居,亚振家居股份有限公司,2016-12-15,主板A股,,上交所
1277,603390,通达电气,广州通达汽车电气股份有限公司,2019-11-25,主板A股,,上交所
1278,603392,万泰生物,北京万泰生物药业股份有限公司,2020-04-29,主板A股,,上交所
1279,603393,新天然气,新疆鑫泰天然气股份有限公司,2016-09-12,主板A股,,上交所
1280,603396,金辰股份,营口金辰机械股份有限公司,2017-10-18,主板A股,,上交所
1281,603398,沐邦高科,江西沐邦高科股份有限公司,2015-12-09,主板A股,,上交所
1282,603399,吉翔股份,锦州永杉锂业股份有限公司,2012-08-24,主板A股,,上交所
1283,603408,建霖家居,厦门建霖健康家居股份有限公司,2020-07-30,主板A股,,上交所
1284,603416,信捷电气,无锡信捷电气股份有限公司,2016-12-21,主板A股,,上交所
1285,603421,鼎信通讯,青岛鼎信通讯股份有限公司,2016-10-11,主板A股,,上交所
1286,603429,集友股份,安徽集友新材料股份有限公司,2017-01-24,主板A股,,上交所
1287,603439,贵州三力,贵州三力制药股份有限公司,2020-04-28,主板A股,,上交所
1288,603444,吉比特,厦门吉比特网络技术股份有限公司,2017-01-04,主板A股,,上交所
1289,603456,九洲药业,浙江九洲药业股份有限公司,2014-10-10,主板A股,,上交所
1290,603458,勘设股份,贵州省交通规划勘察设计研究院股份有限公司,2017-08-09,主板A股,,上交所
1291,603466,风语筑,上海风语筑文化科技股份有限公司,2017-10-20,主板A股,,上交所
1292,603477,巨星农牧,乐山巨星农牧股份有限公司,2017-12-18,主板A股,,上交所
1293,603486,科沃斯,科沃斯机器人股份有限公司,2018-05-28,主板A股,,上交所
1294,603488,展鹏科技,展鹏科技股份有限公司,2017-05-16,主板A股,,上交所
1295,603489,八方股份,八方电气(苏州)股份有限公司,2019-11-11,主板A股,,上交所
1296,603496,恒为科技,恒为科技(上海)股份有限公司,2017-06-07,主板A股,,上交所
1297,603499,翔港科技,上海翔港包装科技股份有限公司,2017-10-16,主板A股,,上交所
1298,603500,祥和实业,浙江天台祥和实业股份有限公司,2017-09-04,主板A股,,上交所
1299,603501,韦尔股份,上海韦尔半导体股份有限公司,2017-05-04,主板A股,,上交所
1300,603505,金石资源,金石资源集团股份有限公司,2017-05-03,主板A股,,上交所
1301,603506,南都物业,南都物业服务集团股份有限公司,2018-02-01,主板A股,,上交所
1302,603507,振江股份,江苏振江新能源装备股份有限公司,2017-11-06,主板A股,,上交所
1303,603508,思维列控,河南思维自动化设备股份有限公司,2015-12-24,主板A股,,上交所
1304,603511,爱慕股份,爱慕股份有限公司,2021-05-31,主板A股,,上交所
1305,603515,欧普照明,欧普照明股份有限公司,2016-08-19,主板A股,,上交所
1306,603516,淳中科技,北京淳中科技股份有限公司,2018-02-02,主板A股,,上交所
1307,603517,绝味食品,绝味食品股份有限公司,2017-03-17,主板A股,,上交所
1308,603518,锦泓集团,锦泓时装集团股份有限公司,2014-12-03,主板A股,,上交所
1309,603519,立霸股份,江苏立霸实业股份有限公司,2015-03-19,主板A股,,上交所
1310,603520,司太立,浙江司太立制药股份有限公司,2016-03-09,主板A股,,上交所
1311,603527,众源新材,安徽众源新材料股份有限公司,2017-09-07,主板A股,,上交所
1312,603528,多伦科技,多伦科技股份有限公司,2016-05-03,主板A股,,上交所
1313,603529,爱玛科技,爱玛科技集团股份有限公司,2021-06-15,主板A股,,上交所
1314,603530,神马电力,江苏神马电力股份有限公司,2019-08-05,主板A股,,上交所
1315,603533,掌阅科技,掌阅科技股份有限公司,2017-09-21,主板A股,,上交所
1316,603535,嘉诚国际,广州市嘉诚国际物流股份有限公司,2017-08-08,主板A股,,上交所
1317,603536,惠发食品,山东惠发食品股份有限公司,2017-06-13,主板A股,,上交所
1318,603538,美诺华,宁波美诺华药业股份有限公司,2017-04-07,主板A股,,上交所
1319,603551,奥普家居,奥普家居股份有限公司,2020-01-15,主板A股,,上交所
1320,603555,ST贵人,贵人鸟股份有限公司,2014-01-24,主板A股,,上交所
1321,603556,海兴电力,杭州海兴电力科技股份有限公司,2016-11-10,主板A股,,上交所
1322,603557,ST起步,起步股份有限公司,2017-08-18,主板A股,,上交所
1323,603558,健盛集团,浙江健盛集团股份有限公司,2015-01-27,主板A股,,上交所
1324,603559,ST通脉,中通国脉通信股份有限公司,2016-12-02,主板A股,,上交所
1325,603565,中谷物流,上海中谷物流股份有限公司,2020-09-25,主板A股,,上交所
1326,603566,普莱柯,普莱柯生物工程股份有限公司,2015-05-18,主板A股,,上交所
1327,603567,珍宝岛,黑龙江珍宝岛药业股份有限公司,2015-04-24,主板A股,,上交所
1328,603568,伟明环保,浙江伟明环保股份有限公司,2015-05-28,主板A股,,上交所
1329,603569,长久物流,北京长久物流股份有限公司,2016-08-10,主板A股,,上交所
1330,603577,汇金通,青岛汇金通电力设备股份有限公司,2016-12-22,主板A股,,上交所
1331,603578,三星新材,浙江三星新材股份有限公司,2017-03-06,主板A股,,上交所
1332,603579,荣泰健康,上海荣泰健康科技股份有限公司,2017-01-11,主板A股,,上交所
1333,603580,艾艾精工,艾艾精密工业输送系统(上海)股份有限公司,2017-05-25,主板A股,,上交所
1334,603583,捷昌驱动,浙江捷昌线性驱动科技股份有限公司,2018-09-21,主板A股,,上交所
1335,603585,苏利股份,江苏苏利精细化工股份有限公司,2016-12-14,主板A股,,上交所
1336,603586,金麒麟,山东金麒麟股份有限公司,2017-04-06,主板A股,,上交所
1337,603587,地素时尚,地素时尚股份有限公司,2018-06-22,主板A股,,上交所
1338,603588,高能环境,北京高能时代环境技术股份有限公司,2014-12-29,主板A股,,上交所
1339,603589,口子窖,安徽口子酒业股份有限公司,2015-06-29,主板A股,,上交所
1340,603590,康辰药业,北京康辰药业股份有限公司,2018-08-27,主板A股,,上交所
1341,603595,东尼电子,浙江东尼电子股份有限公司,2017-07-12,主板A股,,上交所
1342,603596,伯特利,芜湖伯特利汽车安全系统股份有限公司,2018-04-27,主板A股,,上交所
1343,603598,引力传媒,引力传媒股份有限公司,2015-05-27,主板A股,,上交所
1344,603599,广信股份,安徽广信农化股份有限公司,2015-05-13,主板A股,,上交所
1345,603600,永艺股份,永艺家具股份有限公司,2015-01-23,主板A股,,上交所
1346,603601,再升科技,重庆再升科技股份有限公司,2015-01-22,主板A股,,上交所
1347,603602,纵横通信,杭州纵横通信股份有限公司,2017-08-10,主板A股,,上交所
1348,603603,*ST博天,博天环境集团股份有限公司,2017-02-17,主板A股,,上交所
1349,603605,珀莱雅,珀莱雅化妆品股份有限公司,2017-11-15,主板A股,,上交所
1350,603606,东方电缆,宁波东方电缆股份有限公司,2014-10-15,主板A股,,上交所
1351,603607,京华激光,浙江京华激光科技股份有限公司,2017-10-25,主板A股,,上交所
1352,603608,天创时尚,天创时尚股份有限公司,2016-02-18,主板A股,,上交所
1353,603609,禾丰股份,禾丰食品股份有限公司,2014-08-08,主板A股,,上交所
1354,603610,麒盛科技,麒盛科技股份有限公司,2019-10-29,主板A股,,上交所
1355,603611,诺力股份,诺力智能装备股份有限公司,2015-01-28,主板A股,,上交所
1356,603612,索通发展,索通发展股份有限公司,2017-07-18,主板A股,,上交所
1357,603613,国联股份,北京国联视讯信息技术股份有限公司,2019-07-30,主板A股,,上交所
1358,603615,茶花股份,茶花现代家居用品股份有限公司,2017-02-13,主板A股,,上交所
1359,603616,韩建河山,北京韩建河山管业股份有限公司,2015-06-11,主板A股,,上交所
1360,603617,君禾股份,君禾泵业股份有限公司,2017-07-03,主板A股,,上交所
1361,603618,杭电股份,杭州电缆股份有限公司,2015-02-17,主板A股,,上交所
1362,603619,中曼石油,中曼石油天然气集团股份有限公司,2017-11-17,主板A股,,上交所
1363,603626,科森科技,昆山科森科技股份有限公司,2017-02-09,主板A股,,上交所
1364,603628,清源股份,清源科技股份有限公司,2017-01-12,主板A股,,上交所
1365,603629,利通电子,江苏利通电子股份有限公司,2018-12-24,主板A股,,上交所
1366,603630,拉芳家化,拉芳家化股份有限公司,2017-03-13,主板A股,,上交所
1367,603633,徕木股份,上海徕木电子股份有限公司,2016-11-17,主板A股,,上交所
1368,603636,南威软件,南威软件股份有限公司,2014-12-30,主板A股,,上交所
1369,603637,镇海股份,镇海石化工程股份有限公司,2017-02-08,主板A股,,上交所
1370,603638,艾迪精密,烟台艾迪精密机械股份有限公司,2017-01-20,主板A股,,上交所
1371,603639,海利尔,海利尔药业集团股份有限公司,2017-01-12,主板A股,,上交所
1372,603648,畅联股份,上海畅联国际物流股份有限公司,2017-09-13,主板A股,,上交所
1373,603650,彤程新材,彤程新材料集团股份有限公司,2018-06-27,主板A股,,上交所
1374,603655,朗博科技,常州朗博密封科技股份有限公司,2017-12-29,主板A股,,上交所
1375,603656,泰禾智能,合肥泰禾智能科技集团股份有限公司,2017-03-21,主板A股,,上交所
1376,603657,春光科技,金华春光橡塑科技股份有限公司,2018-07-30,主板A股,,上交所
1377,603658,安图生物,郑州安图生物工程股份有限公司,2016-09-01,主板A股,,上交所
1378,603659,璞泰来,上海璞泰来新能源科技股份有限公司,2017-11-03,主板A股,,上交所
1379,603660,苏州科达,苏州科达科技股份有限公司,2016-12-01,主板A股,,上交所
1380,603661,恒林股份,恒林家居股份有限公司,2017-11-21,主板A股,,上交所
1381,603662,柯力传感,宁波柯力传感科技股份有限公司,2019-08-06,主板A股,,上交所
1382,603663,三祥新材,三祥新材股份有限公司,2016-08-01,主板A股,,上交所
1383,603665,康隆达,浙江康隆达特种防护科技股份有限公司,2017-03-13,主板A股,,上交所
1384,603666,亿嘉和,亿嘉和科技股份有限公司,2018-06-12,主板A股,,上交所
1385,603667,五洲新春,浙江五洲新春集团股份有限公司,2016-10-25,主板A股,,上交所
1386,603668,天马科技,福建天马科技集团股份有限公司,2017-01-17,主板A股,,上交所
1387,603669,灵康药业,灵康药业集团股份有限公司,2015-05-28,主板A股,,上交所
1388,603676,卫信康,西藏卫信康医药股份有限公司,2017-07-21,主板A股,,上交所
1389,603677,奇精机械,奇精机械股份有限公司,2017-02-06,主板A股,,上交所
1390,603678,火炬电子,福建火炬电子科技股份有限公司,2015-01-26,主板A股,,上交所
1391,603679,华体科技,四川华体照明科技股份有限公司,2017-06-21,主板A股,,上交所
1392,603680,今创集团,今创集团股份有限公司,2018-02-27,主板A股,,上交所
1393,603681,永冠新材,上海永冠众诚新材料科技(集团)股份有限公司,2019-03-26,主板A股,,上交所
1394,603682,锦和商管,上海锦和商业经营管理股份有限公司,2020-04-21,主板A股,,上交所
1395,603683,晶华新材,上海晶华胶粘新材料股份有限公司,2017-10-20,主板A股,,上交所
1396,603685,晨丰科技,浙江晨丰科技股份有限公司,2017-11-27,主板A股,,上交所
1397,603686,福龙马,福龙马集团股份有限公司,2015-01-26,主板A股,,上交所
1398,603687,大胜达,浙江大胜达包装股份有限公司,2019-07-26,主板A股,,上交所
1399,603688,石英股份,江苏太平洋石英股份有限公司,2014-10-31,主板A股,,上交所
1400,603689,皖天然气,安徽省天然气开发股份有限公司,2017-01-10,主板A股,,上交所
1401,603690,至纯科技,上海至纯洁净系统科技股份有限公司,2017-01-13,主板A股,,上交所
1402,603693,江苏新能,江苏省新能源开发股份有限公司,2018-07-03,主板A股,,上交所
1403,603696,安记食品,安记食品股份有限公司,2015-12-09,主板A股,,上交所
1404,603697,有友食品,有友食品股份有限公司,2019-05-08,主板A股,,上交所
1405,603698,航天工程,航天长征化学工程股份有限公司,2015-01-28,主板A股,,上交所
1406,603699,纽威股份,苏州纽威阀门股份有限公司,2014-01-17,主板A股,,上交所
1407,603700,宁水集团,宁波水表(集团)股份有限公司,2019-01-22,主板A股,,上交所
1408,603701,德宏股份,浙江德宏汽车电子电器股份有限公司,2016-04-12,主板A股,,上交所
1409,603703,盛洋科技,浙江盛洋科技股份有限公司,2015-04-23,主板A股,,上交所
1410,603706,东方环宇,新疆东方环宇燃气股份有限公司,2018-07-09,主板A股,,上交所
1411,603707,健友股份,南京健友生化制药股份有限公司,2017-07-19,主板A股,,上交所
1412,603708,家家悦,家家悦集团股份有限公司,2016-12-13,主板A股,,上交所
1413,603709,中源家居,中源家居股份有限公司,2018-02-08,主板A股,,上交所
1414,603711,香飘飘,香飘飘食品股份有限公司,2017-11-30,主板A股,,上交所
1415,603712,七一二,天津七一二通信广播股份有限公司,2018-02-26,主板A股,,上交所
1416,603713,密尔克卫,密尔克卫化工供应链服务股份有限公司,2018-07-13,主板A股,,上交所
1417,603716,塞力医疗,塞力斯医疗科技集团股份有限公司,2016-10-31,主板A股,,上交所
1418,603717,天域生态,天域生态环境股份有限公司,2017-03-27,主板A股,,上交所
1419,603718,海利生物,上海海利生物技术股份有限公司,2015-05-15,主板A股,,上交所
1420,603719,良品铺子,良品铺子股份有限公司,2020-02-24,主板A股,,上交所
1421,603721,中广天择,中广天择传媒股份有限公司,2017-08-11,主板A股,,上交所
1422,603722,阿科力,无锡阿科力科技股份有限公司,2017-10-25,主板A股,,上交所
1423,603725,天安新材,广东天安新材料股份有限公司,2017-09-06,主板A股,,上交所
1424,603726,朗迪集团,浙江朗迪集团股份有限公司,2016-04-21,主板A股,,上交所
1425,603727,博迈科,博迈科海洋工程股份有限公司,2016-11-22,主板A股,,上交所
1426,603728,鸣志电器,上海鸣志电器股份有限公司,2017-05-09,主板A股,,上交所
1427,603729,龙韵股份,上海龙韵文创科技集团股份有限公司,2015-03-24,主板A股,,上交所
1428,603730,岱美股份,上海岱美汽车内饰件股份有限公司,2017-07-28,主板A股,,上交所
