,板块,A股代码,证券简称,上市日期,总股本,流通股本,所属行业,B股代码,交易所
292,主板,000796,*ST凯撒,1997-07-03,"803,000,258","802,999,058",L 商务服务,,深交所
293,主板,000797,中国武夷,1997-07-15,"1,570,754,217","1,570,215,213",K 房地产,,深交所
294,主板,000798,中水渔业,1998-02-12,"365,858,712","365,828,712",A 农林牧渔,,深交所
295,主板,000799,酒鬼酒,1997-07-18,"324,928,980","324,892,980",C 制造业,,深交所
296,主板,000800,一汽解放,1997-06-18,"4,637,332,330","4,622,515,002",C 制造业,,深交所
297,主板,000801,四川九洲,1998-05-06,"1,022,806,646","1,022,806,646",C 制造业,,深交所
298,主板,000802,北京文化,1998-01-08,"715,900,255","715,465,255",R 文化传播,,深交所
299,主板,000803,山高环能,1998-03-03,"478,916,761","403,508,659",N 公共环保,,深交所
300,主板,000807,云铝股份,1998-04-08,"3,467,957,405","3,467,910,001",C 制造业,,深交所
301,主板,000809,铁岭新城,1998-06-16,"824,791,293","824,791,293",N 公共环保,,深交所
302,主板,000810,创维数字,1998-06-02,"1,150,216,072","1,117,662,310",C 制造业,,深交所
303,主板,000811,冰轮环境,1998-05-28,"763,107,804","745,822,631",C 制造业,,深交所
304,主板,000812,陕西金叶,1998-06-23,"768,692,614","768,270,683",C 制造业,,深交所
305,主板,000813,德展健康,1998-05-19,"2,164,955,990","2,164,618,490",C 制造业,,深交所
306,主板,000815,美利云,1998-06-09,"695,263,035","695,263,035",C 制造业,,深交所
307,主板,000816,智慧农业,1997-08-18,"1,447,013,318","1,436,891,572",C 制造业,,深交所
308,主板,000818,航锦科技,1997-10-17,"679,156,000","677,367,400",C 制造业,,深交所
309,主板,000819,岳阳兴长,1997-06-25,"308,081,255","299,150,255",C 制造业,,深交所
310,主板,000820,神雾节能,1998-06-30,"637,245,222","287,656,920",C 制造业,,深交所
311,主板,000821,京山轻机,1998-06-26,"622,874,778","580,322,443",C 制造业,,深交所
312,主板,000822,山东海化,1998-07-03,"895,091,926","895,091,926",C 制造业,,深交所
313,主板,000823,超声电子,1997-10-08,"536,989,303","536,936,233",C 制造业,,深交所
314,主板,000825,太钢不锈,1998-10-21,"5,718,518,596","5,696,247,796",C 制造业,,深交所
315,主板,000826,启迪环境,1998-02-25,"1,425,353,248","1,425,172,959",N 公共环保,,深交所
316,主板,000828,东莞控股,1997-06-17,"1,039,516,992","1,039,515,642",G 运输仓储,,深交所
317,主板,000829,天音控股,1997-12-02,"1,025,100,438","1,024,129,669",F 批发零售,,深交所
318,主板,000830,鲁西化工,1998-08-07,"1,922,577,011","1,464,425,818",C 制造业,,深交所
319,主板,000831,中国稀土,1998-09-11,"980,888,981","980,888,981",C 制造业,,深交所
320,主板,000833,粤桂股份,1998-11-11,"668,401,851","378,084,212",S 综合,,深交所
321,主板,000836,富通信息,1997-09-29,"1,208,455,224","1,208,455,224",C 制造业,,深交所
322,主板,000837,秦川机床,1998-09-28,"1,009,883,039","693,273,160",C 制造业,,深交所
323,主板,000838,财信发展,1997-06-26,"1,100,462,170","1,053,765,855",K 房地产,,深交所
324,主板,000839,ST国安,1997-10-31,"3,919,826,352","3,919,622,018",I 信息技术,,深交所
325,主板,000848,承德露露,1997-11-13,"1,052,554,074","1,052,527,571",C 制造业,,深交所
326,主板,000850,华茂股份,1998-10-07,"943,665,009","943,377,912",C 制造业,,深交所
327,主板,000851,高鸿股份,1998-06-09,"1,157,860,020","1,131,742,547",F 批发零售,,深交所
328,主板,000852,石化机械,1998-11-26,"955,667,689","903,419,680",C 制造业,,深交所
329,主板,000856,冀东装备,1998-08-13,"227,000,000","227,000,000",C 制造业,,深交所
330,主板,000858,五 粮 液,1998-04-27,"3,881,608,005","3,881,525,906",C 制造业,,深交所
331,主板,000859,国风新材,1998-11-19,"895,976,271","895,854,021",C 制造业,,深交所
332,主板,000860,顺鑫农业,1998-11-04,"741,766,989","741,766,989",C 制造业,,深交所
333,主板,000861,海印股份,1998-10-28,"2,509,244,757","2,386,797,394",L 商务服务,,深交所
334,主板,000862,银星能源,1998-09-15,"917,954,696","501,352,890",D 水电煤气,,深交所
335,主板,000863,三湘印象,1997-09-25,"1,180,699,560","1,163,615,418",K 房地产,,深交所
336,主板,000868,安凯客车,1997-07-25,"939,514,735","733,329,168",C 制造业,,深交所
337,主板,000869,张  裕Ａ,2000-10-26,"460,246,359","453,438,300",C 制造业,,深交所
338,主板,000875,吉电股份,2002-09-26,"2,790,208,174","2,445,605,717",D 水电煤气,,深交所
339,主板,000876,新 希 望,1998-03-11,"4,545,774,432","4,511,774,853",C 制造业,,深交所
340,主板,000877,天山股份,1999-01-07,"8,663,422,814","1,822,140,647",C 制造业,,深交所
341,主板,000878,云南铜业,1998-06-02,"2,003,628,310","2,003,589,184",C 制造业,,深交所
342,主板,000880,潍柴重机,1998-04-02,"331,320,600","162,162,000",C 制造业,,深交所
343,主板,000881,中广核技,1998-09-02,"945,425,815","775,994,673",C 制造业,,深交所
344,主板,000882,华联股份,1998-06-16,"2,737,351,947","2,737,348,016",L 商务服务,,深交所
345,主板,000883,湖北能源,1998-05-19,"6,520,949,388","6,479,563,910",D 水电煤气,,深交所
346,主板,000885,城发环境,1999-03-19,"642,078,255","642,078,255",G 运输仓储,,深交所
347,主板,000886,海南高速,1998-01-23,"988,828,300","975,502,198",K 房地产,,深交所
348,主板,000887,中鼎股份,1998-12-03,"1,316,489,747","1,313,881,524",C 制造业,,深交所
349,主板,000888,峨眉山Ａ,1997-10-21,"526,913,102","526,913,102",N 公共环保,,深交所
350,主板,000889,ST中嘉,1997-12-18,"936,291,116","869,849,676",I 信息技术,,深交所
351,主板,000890,法尔胜,1999-01-19,"419,503,968","419,491,046",C 制造业,,深交所
352,主板,000892,欢瑞世纪,1999-01-15,"980,980,473","710,836,454",R 文化传播,,深交所
353,主板,000893,亚钾国际,1998-12-24,"929,138,953","809,983,840",C 制造业,,深交所
354,主板,000895,双汇发展,1998-12-10,"3,464,661,213","3,464,350,046",C 制造业,,深交所
355,主板,000897,津滨发展,1999-04-22,"1,617,272,234","1,617,244,634",K 房地产,,深交所
356,主板,000898,鞍钢股份,1997-12-25,"7,987,902,527","7,955,898,519",C 制造业,,深交所
357,主板,000899,赣能股份,1997-11-26,"975,677,760","975,677,760",D 水电煤气,,深交所
358,主板,000900,现代投资,1999-01-28,"1,517,828,334","1,517,760,834",G 运输仓储,,深交所
359,主板,000901,航天科技,1999-04-01,"798,201,406","798,193,381",C 制造业,,深交所
360,主板,000902,新洋丰,1999-04-08,"1,304,529,290","1,185,293,623",C 制造业,,深交所
361,主板,000903,云内动力,1999-04-15,"1,970,650,857","1,920,261,648",C 制造业,,深交所
362,主板,000905,厦门港务,1999-04-29,"741,809,597","741,808,097",G 运输仓储,,深交所
363,主板,000906,浙商中拓,1999-07-07,"688,232,979","680,779,014",F 批发零售,,深交所
364,主板,000908,景峰医药,1999-02-03,"879,774,351","788,907,737",C 制造业,,深交所
365,主板,000909,ST数源,1999-05-07,"453,828,600","387,423,864",K 房地产,,深交所
366,主板,000910,大亚圣象,1999-06-30,"547,397,500","547,126,000",C 制造业,,深交所
367,主板,000911,南宁糖业,1999-05-27,"400,319,818","324,080,937",C 制造业,,深交所
368,主板,000912,泸天化,1999-06-03,"1,568,000,000","1,568,000,000",C 制造业,,深交所
369,主板,000913,钱江摩托,1999-05-14,"527,191,000","457,326,050",C 制造业,,深交所
370,主板,000915,华特达因,1999-06-09,"234,331,485","234,207,235",C 制造业,,深交所
371,主板,000917,电广传媒,1999-03-25,"1,417,556,338","1,417,459,363",I 信息技术,,深交所
372,主板,000919,金陵药业,1999-11-18,"511,136,000","503,416,454",C 制造业,,深交所
373,主板,000920,沃顿科技,1999-06-16,"472,621,118","421,977,500",C 制造业,,深交所
374,主板,000921,海信家电,1999-07-13,"928,557,562","902,831,392",C 制造业,,深交所
375,主板,000922,佳电股份,1999-06-18,"596,540,053","585,118,503",C 制造业,,深交所
376,主板,000923,河钢资源,1999-07-14,"652,728,961","627,893,854",B 采矿业,,深交所
377,主板,000925,众合科技,1999-06-11,"556,328,062","548,543,467",C 制造业,,深交所
378,主板,000926,福星股份,1999-06-18,"949,322,474","935,036,861",K 房地产,,深交所
379,主板,000927,中国铁物,1999-07-27,"6,050,353,641","4,460,449,597",F 批发零售,,深交所
380,主板,000928,中钢国际,1999-03-12,"1,291,655,639","1,291,632,239",E 建筑业,,深交所
381,主板,000929,兰州黄河,1999-06-23,"185,766,000","185,754,223",C 制造业,,深交所
382,主板,000930,中粮科技,1999-07-12,"1,864,720,561","1,856,164,335",C 制造业,,深交所
383,主板,000931,中 关 村,1999-07-12,"753,126,982","746,191,982",C 制造业,,深交所
384,主板,000932,华菱钢铁,1999-08-03,"6,908,632,499","5,718,037,206",C 制造业,,深交所
385,主板,000933,神火股份,1999-08-31,"2,250,986,609","2,238,379,314",C 制造业,,深交所
386,主板,000935,四川双马,1999-08-24,"763,440,333","763,440,333",C 制造业,,深交所
387,主板,000936,华西股份,1999-08-10,"886,012,887","885,790,889",C 制造业,,深交所
388,主板,000937,冀中能源,1999-09-09,"3,533,546,850","2,906,596,767",B 采矿业,,深交所
389,主板,000938,紫光股份,1999-11-04,"2,860,079,874","2,860,079,874",C 制造业,,深交所
390,主板,000948,南天信息,1999-10-14,"394,360,697","381,095,523",I 信息技术,,深交所
391,主板,000949,新乡化纤,1999-10-21,"1,466,727,778","1,403,232,694",C 制造业,,深交所
392,主板,000950,重药控股,1999-09-16,"1,728,184,696","1,728,184,696",F 批发零售,,深交所
393,主板,000951,中国重汽,1999-11-25,"1,174,869,360","1,174,775,868",C 制造业,,深交所
394,主板,000952,广济药业,1999-11-12,"353,973,939","343,987,615",C 制造业,,深交所
395,主板,000953,河化股份,1999-12-02,"366,122,195","366,122,195",C 制造业,,深交所
396,主板,000955,欣龙控股,1999-12-09,"538,395,000","537,778,800",C 制造业,,深交所
397,主板,000957,中通客车,2000-01-13,"592,903,936","592,873,580",C 制造业,,深交所
398,主板,000958,电投产融,1999-12-23,"5,383,418,520","5,383,396,020",J 金融业,,深交所
399,主板,000959,首钢股份,1999-12-16,"7,819,869,170","6,013,305,341",C 制造业,,深交所
400,主板,000960,锡业股份,2000-02-21,"1,645,801,952","1,645,801,952",C 制造业,,深交所
401,主板,000961,中南建设,2000-03-01,"3,826,558,901","3,811,124,873",K 房地产,,深交所
402,主板,000962,东方钽业,2000-01-20,"445,826,444","440,829,182",C 制造业,,深交所
403,主板,000963,华东医药,2000-01-27,"1,753,995,348","1,749,727,048",F 批发零售,,深交所
404,主板,000965,天保基建,2000-04-06,"1,109,830,895","1,109,830,895",K 房地产,,深交所
405,主板,000966,长源电力,2000-03-16,"2,749,327,699","1,307,951,301",D 水电煤气,,深交所
406,主板,000967,盈峰环境,2000-03-30,"3,179,506,670","3,178,034,201",N 公共环保,,深交所
407,主板,000968,蓝焰控股,2000-06-22,"967,502,660","967,502,660",B 采矿业,,深交所
408,主板,000969,安泰科技,2000-05-29,"1,049,308,097","1,025,728,146",C 制造业,,深交所
409,主板,000970,中科三环,2000-04-20,"1,215,725,773","1,213,817,521",C 制造业,,深交所
410,主板,000971,ST高升,2000-04-27,"1,048,590,126","846,658,464",I 信息技术,,深交所
411,主板,000972,中基健康,2000-09-26,"771,283,579","771,274,804",C 制造业,,深交所
412,主板,000973,佛塑科技,2000-05-25,"967,423,171","967,423,171",C 制造业,,深交所
413,主板,000975,银泰黄金,2000-06-08,"2,776,722,265","2,486,534,116",B 采矿业,,深交所
414,主板,000976,ST华铁,2000-06-01,"1,595,678,796","1,594,594,814",C 制造业,,深交所
415,主板,000977,浪潮信息,2000-06-08,"1,472,135,122","1,469,887,286",C 制造业,,深交所
416,主板,000978,桂林旅游,2000-05-18,"468,130,000","360,029,650",N 公共环保,,深交所
417,主板,000980,众泰汽车,2000-06-16,"5,042,547,739","4,276,302,713",C 制造业,,深交所
418,主板,000981,山子股份,2000-06-22,"9,997,470,888","5,579,944,555",C 制造业,,深交所
419,主板,000982,中银绒业,2000-07-06,"4,261,877,053","4,261,874,803",C 制造业,,深交所
420,主板,000983,山西焦煤,2000-07-26,"5,677,101,059","4,096,544,100",B 采矿业,,深交所
421,主板,000985,大庆华科,2000-07-26,"129,639,500","129,637,925",C 制造业,,深交所
422,主板,000987,越秀资本,2000-07-18,"5,017,132,462","5,014,976,036",J 金融业,,深交所
423,主板,000988,华工科技,2000-06-08,"1,005,502,707","1,004,985,657",C 制造业,,深交所
424,主板,000989,九 芝 堂,2000-06-28,"855,942,012","689,874,478",C 制造业,,深交所
425,主板,000990,诚志股份,2000-07-06,"1,215,237,535","1,215,236,635",C 制造业,,深交所
426,主板,000993,闽东电力,2000-07-31,"457,951,455","439,747,572",D 水电煤气,,深交所
427,主板,000995,皇台酒业,2000-08-07,"177,408,000","177,408,000",C 制造业,,深交所
428,主板,000996,*ST中期,2000-07-18,"345,000,000","345,000,000",F 批发零售,,深交所
429,主板,000997,新 大 陆,2000-08-07,"1,032,062,937","1,026,361,151",I 信息技术,,深交所
430,主板,000998,隆平高科,2000-12-11,"1,316,970,298","1,296,174,765",A 农林牧渔,,深交所
431,主板,000999,华润三九,2000-03-09,"988,184,000","978,395,308",C 制造业,,深交所
432,主板,001201,东瑞股份,2021-04-28,"212,805,600","91,828,422",A 农林牧渔,,深交所
433,主板,001202,炬申股份,2021-04-29,"128,800,000","40,222,000",G 运输仓储,,深交所
434,主板,001203,大中矿业,2021-05-10,"1,508,021,588","433,001,349",B 采矿业,,深交所
435,主板,001205,盛航股份,2021-05-13,"170,977,333","116,539,658",G 运输仓储,,深交所
436,主板,001206,依依股份,2021-05-18,"184,893,808","89,673,238",C 制造业,,深交所
437,主板,001207,联科科技,2021-06-23,"202,355,964","64,832,989",C 制造业,,深交所
438,主板,001208,华菱线缆,2021-06-24,"534,424,000","248,072,747",C 制造业,,深交所
439,主板,001209,洪兴股份,2021-07-23,"131,522,720","40,287,859",C 制造业,,深交所
440,主板,001210,金房能源,2021-07-29,"108,897,692","51,943,884",D 水电煤气,,深交所
441,主板,001211,双枪科技,2021-08-05,"72,000,000","37,622,940",C 制造业,,深交所
442,主板,001212,中旗新材,2021-08-23,"117,871,099","54,816,224",C 制造业,,深交所
443,主板,001213,中铁特货,2021-09-08,"4,444,444,444","1,044,444,444",G 运输仓储,,深交所
444,主板,001215,千味央厨,2021-09-06,"86,642,436","45,222,136",C 制造业,,深交所
445,主板,001216,华瓷股份,2021-10-19,"251,866,700","62,966,700",C 制造业,,深交所
446,主板,001217,华尔泰,2021-09-29,"331,870,000","132,928,800",C 制造业,,深交所
447,主板,001218,丽臣实业,2021-10-15,"131,660,000","74,052,750",C 制造业,,深交所
448,主板,001219,青岛食品,2021-10-21,"149,987,500","75,721,840",C 制造业,,深交所
449,主板,001222,源飞宠物,2022-08-18,"190,890,000","65,240,000",C 制造业,,深交所
450,主板,001223,欧克科技,2022-12-12,"66,680,000","16,679,775",C 制造业,,深交所
451,主板,001225,和泰机电,2023-02-22,"64,666,800","16,166,800",C 制造业,,深交所
452,主板,001226,拓山重工,2022-06-22,"74,666,700","18,666,700",C 制造业,,深交所
453,主板,001227,兰州银行,2022-01-17,"5,695,697,168","2,768,150,973",J 金融业,,深交所
454,主板,001228,永泰运,2022-04-29,"103,864,609","54,864,609",L 商务服务,,深交所
455,主板,001229,魅视科技,2022-08-08,"100,000,000","29,405,909",C 制造业,,深交所
456,主板,001230,劲旅环境,2022-07-15,"111,393,348","39,458,374",N 公共环保,,深交所
457,主板,001231,农心科技,2022-08-19,"100,000,000","35,486,500",C 制造业,,深交所
458,主板,001234,泰慕士,2022-01-11,"106,666,700","29,066,700",C 制造业,,深交所
459,主板,001236,弘业期货,2022-08-05,"758,077,778","326,435,656",J 金融业,,深交所
460,主板,001238,浙江正特,2022-09-19,"110,000,000","31,977,125",C 制造业,,深交所
461,主板,001255,博菲电气,2022-09-30,"80,000,000","20,000,000",C 制造业,,深交所
462,主板,001256,炜冈科技,2022-12-05,"142,612,558","35,653,500",C 制造业,,深交所
463,主板,001258,立新能源,2022-07-27,"933,333,334","468,712,334",D 水电煤气,,深交所
464,主板,001259,利仁科技,2022-08-31,"73,588,888","18,484,443",C 制造业,,深交所
465,主板,001260,坤泰股份,2023-02-16,"115,000,000","28,750,000",C 制造业,,深交所
466,主板,001266,宏英智能,2022-02-28,"103,416,000","29,559,600",C 制造业,,深交所
467,主板,001267,汇绿生态,2021-11-17,"779,671,428","361,705,288",E 建筑业,,深交所
468,主板,001268,联合精密,2022-06-30,"107,933,334","35,193,334",C 制造业,,深交所
469,主板,001269,欧晶科技,2022-09-30,"192,395,876","48,098,970",C 制造业,,深交所
470,主板,001270,铖昌科技,2022-06-06,"156,538,124","71,255,339",C 制造业,,深交所
471,主板,001278,一彬科技,2023-03-08,"123,733,400","30,933,400",C 制造业,,深交所
472,主板,001282,三联锻造,2023-05-24,"113,360,000","27,808,564",C 制造业,,深交所
